"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.963620333E0,4.505428033E-1,1.163268471E-1,2.266491884E-1,5.175814985E-1
2.973633333E0,4.980390052E-1,1.518311405E-1,1.725139117E-1,5.485039614E-1
2.983645333E0,5.373079553E-1,2.193951327E-1,-2.092309177E-2,5.807510989E-1
2.993657333E0,4.962042951E-1,3.507851382E-1,-2.038210738E-1,6.409461332E-1
3.003670333E0,4.296992337E-1,4.733764728E-1,-2.516583145E-1,6.870652252E-1
3.013682333E0,4.003764705E-1,5.290903515E-1,-1.247345585E-1,6.751271201E-1
3.023695333E0,4.140391476E-1,4.829545775E-1,3.654685199E-2,6.371885216E-1
3.033707333E0,4.050702497E-1,3.553415810E-1,1.411038387E-1,5.570097303E-1
3.043720333E0,3.124969123E-1,2.197096398E-1,1.238989913E-1,4.015938322E-1
3.053732333E0,1.368036501E-1,1.503228512E-1,-2.166978121E-2,2.044059141E-1
3.063745333E0,-7.836964667E-2,1.190935303E-1,-2.262124014E-1,2.673894557E-1
3.073757333E0,-2.337069239E-1,1.139275883E-1,-4.189956862E-1,4.931083113E-1
3.083769333E0,-2.719713955E-1,1.224478586E-1,-5.202530891E-1,5.996875809E-1
3.093782333E0,-1.613041415E-1,1.793320575E-1,-4.187384087E-1,4.832399692E-1
3.103794333E0,-1.697154343E-4,2.184014715E-1,-2.195436519E-1,3.096750662E-1
3.113807333E0,9.109172612E-2,2.147941048E-1,4.859913290E-2,2.383192937E-1
3.123819333E0,2.982065365E-2,1.709308512E-1,2.586539233E-1,3.114618424E-1
3.133832333E0,-1.002019074E-1,7.011169709E-2,3.632313752E-1,3.832663620E-1
3.143844333E0,-2.523322792E-1,9.938804805E-3,3.578431660E-1,4.379749883E-1
3.153857333E0,-4.265233916E-1,4.034871161E-3,3.049393129E-1,5.243343097E-1
3.163869833E0,-4.962524615E-1,2.132530712E-2,1.645997053E-1,5.232727179E-1
3.173881833E0,-4.879275613E-1,4.821175486E-3,4.409853101E-2,4.899400262E-1
3.183894833E0,-4.461886011E-1,-3.115732715E-2,-4.183916688E-2,4.492277403E-1
3.193906833E0,-3.287969761E-1,-8.308644935E-2,-4.163217545E-2,3.416782808E-1
3.203919833E0,-2.303091799E-1,-1.332312937E-1,-2.954364181E-2,2.677045438E-1
3.213931833E0,-2.326409034E-1,-2.041798735E-1,-3.670180321E-2,3.117021544E-1
3.223944833E0,-2.469450932E-1,-2.614031379E-1,-4.804774046E-2,3.627975536E-1
3.233956833E0,-1.821251994E-1,-2.447884939E-1,-5.580173314E-2,3.101690320E-1
3.243969833E0,-1.020982325E-1,-2.136608414E-1,-3.883954525E-2,2.399656527E-1
3.253981833E0,-2.962747626E-2,-1.760745006E-1,-1.121028185E-1,2.108247116E-1
3.263993833E0,1.739809781E-2,-1.255978999E-1,-1.964009571E-1,2.337752387E-1
3.274006833E0,7.453942806E-2,-3.200736612E-2,-2.273637182E-1,2.414018603E-1
3.284018833E0,8.971726499E-2,7.412215613E-2,-2.728679198E-1,2.966482485E-1
3.294031833E0,1.077530748E-1,1.536640234E-1,-2.508467209E-1,3.132849096E-1
3.304043833E0,1.626142102E-1,1.908510724E-1,-1.713725352E-1,3.037039002E-1
3.314056833E0,2.584172572E-1,1.871991938E-1,-1.045125479E-1,3.357765472E-1
3.324068833E0,2.623413236E-1,1.468723362E-1,-3.920791984E-2,3.032024311E-1
3.334081833E0,1.716974211E-1,8.626558051E-2,2.323332667E-2,1.935498444E-1
3.344093833E0,5.590234179E-2,1.970716327E-2,6.674479723E-2,8.926540236E-2
3.354106833E0,-1.614971727E-2,-3.857050024E-2,8.433848441E-2,9.413541740E-2
3.364118833E0,-1.730922014E-3,-8.083088592E-2,7.571150243E-2,1.107648853E-1
3.374130833E0,7.944801942E-2,-7.497373000E-2,1.327902675E-2,1.100426305E-1
3.384143833E0,1.482535216E-1,-6.393594101E-2,-3.908454359E-2,1.661159618E-1
3.394155833E0,1.878975707E-1,-1.812030204E-2,-2.273105085E-2,1.901329616E-1
3.404168833E0,1.762612826E-1,2.621891499E-3,-8.909987211E-3,1.765058127E-1
3.414180833E0,1.054428033E-1,-2.123343274E-2,-7.458591342E-2,1.308896555E-1
3.424193833E0,-6.400822721E-2,-6.655476272E-2,-2.274104959E-1,2.454427086E-1
3.434205833E0,-1.780997203E-1,-7.544867009E-2,-3.074296421E-1,3.632148084E-1
3.444218833E0,-1.919912794E-1,-5.359426305E-2,-2.743700695E-1,3.391340907E-1
3.454230833E0,-1.835118300E-1,-3.221179940E-2,-2.015880221E-1,2.745030463E-1
3.464242833E0,-1.616613333E-1,-6.271599256E-2,-1.985188186E-1,2.635856668E-1
3.474255833E0,-1.282719047E-1,-9.204577245E-2,-2.317198938E-1,2.803929652E-1
3.484267833E0,-8.162786141E-2,-9.419126205E-2,-2.559466624E-1,2.846819201E-1
3.494280833E0,-9.625905678E-2,-7.998106621E-2,-2.416309243E-1,2.721181371E-1
3.504292833E0,-7.866054565E-2,-5.999550238E-2,-2.106342494E-1,2.327095374E-1
3.514305833E0,-4.822048914E-2,-7.652660429E-2,-2.253364885E-1,2.428128287E-1
3.524317833E0,-3.862941094E-2,-6.233497337E-2,-2.440914327E-1,2.548695898E-1
3.534330833E0,-2.451119911E-2,-1.562215224E-2,-2.629948962E-1,2.645962319E-1
3.544342833E0,-5.353173438E-2,5.257129267E-2,-2.052127111E-1,2.184986137E-1
3.554354833E0,-1.087012739E-1,8.854358263E-2,-1.113912123E-1,1.790640532E-1
3.564367833E0,-1.331088311E-1,6.671782695E-2,1.724285424E-2,1.498884431E-1
3.574379833E0,-1.788769980E-1,2.033493496E-2,1.172343349E-1,2.148357030E-1
3.584392833E0,-1.960098880E-1,-2.741021208E-2,1.638284576E-1,2.569259805E-1
3.594404833E0,-1.915287281E-1,-1.997343086E-2,1.824366367E-1,2.652646189E-1
3.604417833E0,-1.799884440E-1,4.397815146E-2,1.916454166E-1,2.665668462E-1
3.614429833E0,-1.228714163E-1,7.824882858E-2,2.280688924E-1,2.706209226E-1
3.624442833E0,-7.180428330E-2,6.226889983E-2,2.113616431E-1,2.317477403E-1
3.634454833E0,-7.760092054E-2,-2.358766794E-3,1.208999544E-1,1.436811248E-1
3.644466833E0,-1.428873125E-1,-4.501815185E-2,-9.980612397E-3,1.501433672E-1
3.654479833E0,-1.811559868E-1,-3.940387465E-2,-1.130237550E-1,2.171279026E-1
3.664491833E0,-2.332540936E-1,-2.813124686E-2,-1.326306385E-1,2.697957106E-1
3.674504833E0,-2.310991388E-1,-2.467963547E-2,-1.348063874E-1,2.686794716E-1
3.684516833E0,-1.733879974E-1,-5.438860729E-2,-1.642301613E-1,2.449348161E-1
3.694529833E0,-5.427001845E-2,-8.279189587E-2,-2.311264014E-1,2.514341790E-1
3.704541833E0,3.306819722E-2,-6.283505648E-2,-2.159137005E-1,2.272894103E-1
3.714554833E0,9.557727143E-2,-3.062895812E-2,-1.010404712E-1,1.424160269E-1
3.724566833E0,1.213915225E-1,-1.370601967E-2,-2.501380384E-2,1.246974222E-1
3.734578833E0,1.042073963E-1,-1.235377796E-2,-6.881003380E-2,1.254855291E-1
3.744591833E0,3.511855993E-2,1.329327933E-2,-1.682822818E-1,1.724208540E-1
3.754603833E0,2.748673752E-2,9.167074665E-2,-2.269643533E-1,2.463165935E-1
3.764616833E0,3.801567256E-2,1.554856503E-1,-1.938287669E-1,2.513773452E-1
3.774628833E0,3.152011033E-2,1.485729258E-1,-9.345897138E-2,1.783311834E-1
3.784641833E0,-6.074160710E-4,6.125126503E-2,4.389621735E-2,7.535890339E-2
3.794653833E0,-6.640646271E-3,-2.081828043E-2,1.526573521E-1,1.542133786E-1
3.804666833E0,-5.600170791E-4,-6.100305073E-2,1.790049058E-1,1.891148913E-1
3.814678833E0,-5.620891862E-3,-2.504157811E-2,1.555528933E-1,1.576558837E-1
3.824690833E0,3.345192075E-3,2.458958834E-2,6.671088338E-2,7.117710395E-2
3.834703833E0,1.790636703E-3,4.846362367E-2,-9.171591640E-2,1.037484386E-1
3.844715833E0,-3.062661923E-2,4.179933272E-2,-2.295371282E-1,2.353135509E-1
3.854728833E0,-4.328507368E-2,2.481558323E-3,-2.900517172E-1,2.932741966E-1
3.864740833E0,-1.768311303E-2,-3.033425845E-2,-3.118822968E-1,3.138525558E-1
3.874753833E0,-1.786499798E-2,-5.391447119E-2,-3.179370886E-1,3.229704641E-1
3.884765833E0,-3.129027821E-2,-3.218643710E-2,-2.693192446E-1,2.730346201E-1
3.894778833E0,-3.792558890E-2,-4.757718578E-2,-1.886539811E-1,1.982227623E-1
3.904790833E0,1.061708182E-2,-7.166164778E-2,-9.193811059E-2,1.170501190E-1
3.914802833E0,8.873369023E-3,-6.472494967E-2,4.098898172E-3,6.545881724E-2
3.924815833E0,-4.120916594E-2,-4.959922604E-2,5.057139874E-2,8.194964888E-2
3.934827833E0,-6.760587282E-2,-3.796882175E-2,3.654919088E-2,8.572064407E-2
3.944840833E0,-6.384523608E-2,-5.806212053E-3,-2.321169198E-2,6.818144112E-2
3.954852833E0,-1.199339944E-1,6.897426747E-2,-7.926310122E-2,1.594498410E-1
3.964865833E0,-1.025671792E-1,1.083823813E-1,-7.757267118E-2,1.681793274E-1
3.974877833E0,-8.549393076E-2,1.074760629E-1,-1.052908123E-1,1.730504881E-1
3.984890833E0,-6.821599323E-2,4.850623526E-2,-1.131933242E-1,1.407799888E-1
3.994902833E0,-1.013560381E-1,4.026538879E-3,-3.536980748E-2,1.074257081E-1
4.004914833E0,-8.865869969E-2,-2.851321623E-2,7.474144936E-2,1.194137881E-1
4.014927833E0,-5.954724021E-2,-7.870995462E-2,7.555772066E-2,1.242984309E-1
4.024939833E0,-6.289820641E-2,-1.227448241E-1,-3.384193003E-2,1.420132122E-1
4.034952833E0,-9.073826194E-2,-1.100415288E-1,-1.525556105E-1,2.088439239E-1
4.044964833E0,-8.014968529E-2,-3.285331205E-2,-2.164112985E-1,2.331033296E-1
4.054977833E0,-2.713352915E-2,-7.969024032E-4,-2.423846304E-1,2.438999232E-1
4.064989833E0,-5.065135941E-2,-2.594862744E-2,-2.190021998E-1,2.262760592E-1
4.075002833E0,-8.398549531E-2,-5.918303177E-2,-1.294971156E-1,1.653048627E-1
4.085014833E0,-7.026840247E-2,-8.823609218E-2,-3.699591815E-2,1.187095376E-1
4.095026833E0,-2.810957562E-2,-1.032627055E-1,-3.168664634E-2,1.116126254E-1
4.105039833E0,2.224595122E-2,-7.008516535E-2,-4.969256222E-2,8.874775202E-2
4.115051833E0,7.808686070E-2,9.344581515E-4,-2.706617653E-2,8.264991796E-2
4.125064833E0,8.750314370E-2,6.602434717E-2,1.427948534E-2,1.105437392E-1
4.135076833E0,7.838020820E-2,5.368555270E-2,4.608775377E-2,1.055920293E-1
4.145089833E0,2.862124354E-2,2.232306138E-2,2.457000017E-2,4.383126235E-2
4.155101833E0,-1.313620850E-2,-3.142944194E-2,3.450325012E-2,4.848550365E-2
4.165114417E0,-5.052228212E-2,-4.000314116E-2,3.081014872E-2,7.142840862E-2
4.175126417E0,-2.493132155E-2,-3.644708388E-2,9.388874173E-3,4.514545022E-2
4.185138417E0,6.151946951E-2,-2.747891687E-2,5.439664721E-3,6.759678952E-2
4.195151417E0,1.351699746E-1,-8.521732092E-3,1.445431709E-2,1.362074493E-1
4.205163417E0,1.262822434E-1,3.874584362E-3,2.788361728E-2,1.293820448E-1
4.215176417E0,9.464365382E-2,-6.205357611E-4,-7.182134986E-3,9.491780305E-2
4.225188417E0,5.024581846E-2,-1.806731164E-2,-6.753534079E-2,8.609350892E-2
4.235201417E0,6.117320471E-3,-5.588673703E-2,-1.090014553E-1,1.226461016E-1
4.245213417E0,2.609890088E-2,-5.814149648E-2,-1.769338220E-1,1.880615953E-1
4.255226417E0,5.370356943E-2,-2.477238692E-2,-2.618546891E-1,2.684504102E-1
4.265238417E0,4.725547928E-2,9.415479004E-3,-3.152473694E-1,3.189085065E-1
4.275250417E0,1.744180575E-2,5.474455655E-2,-2.839600879E-1,2.897145398E-1
4.285263417E0,3.807553343E-2,3.541388087E-2,-2.216129816E-1,2.276317263E-1
4.295275417E0,8.085211862E-2,-4.656737164E-2,-1.706176597E-1,1.944632896E-1
4.305288417E0,6.817553781E-2,-1.010476340E-1,-1.131395298E-1,1.663101966E-1
4.315300417E0,1.978515051E-3,-8.061592765E-2,-4.407923520E-2,9.190114955E-2
4.325313417E0,-5.172264241E-2,-3.753283873E-2,-3.058093786E-3,6.397888447E-2
4.335325417E0,-4.294779897E-2,-1.092259884E-2,-7.548696935E-2,8.753341730E-2
4.345338417E0,-5.556901395E-2,5.036133751E-2,-1.609469497E-1,1.775615393E-1
4.355350417E0,-1.090968015E-1,8.946429983E-2,-2.006156301E-1,2.452602783E-1
4.365362417E0,-7.653340168E-2,8.937695704E-2,-1.268559283E-1,1.730260922E-1
4.375375417E0,-2.184592858E-2,1.362181976E-3,3.152818680E-3,2.211425786E-2
4.385387417E0,-3.372111194E-2,-8.570804849E-2,1.396929055E-1,1.673233123E-1
4.395400417E0,-6.244577810E-2,-1.176521185E-1,2.316684383E-1,2.672297916E-1
4.405412417E0,-5.320238996E-2,-1.206795144E-1,2.314058983E-1,2.663507636E-1
4.415425417E0,7.941249758E-3,-6.694652617E-2,1.424732566E-1,1.576183037E-1
4.425437417E0,2.364953879E-2,-1.058528759E-2,-1.031975091E-2,2.788989525E-2
4.435450417E0,2.438764013E-2,3.752450645E-4,-1.356086254E-1,1.377846040E-1
4.445462417E0,2.893070742E-2,3.293882757E-3,-2.318847853E-1,2.337057747E-1
4.455474417E0,4.576842271E-2,-2.708284110E-3,-2.663722479E-1,2.702892114E-1
4.465487417E0,3.085893642E-2,-2.270020679E-2,-2.432178587E-1,2.462163685E-1
4.475499417E0,8.045198634E-2,-4.368644848E-2,-1.747393620E-1,1.972685290E-1
4.485512417E0,1.680725494E-1,-9.474930570E-2,-1.401905036E-1,2.384935850E-1
4.495524417E0,1.800855078E-1,-1.187337072E-1,-1.821378440E-1,2.823166264E-1
4.505537417E0,2.272923821E-1,-1.298901216E-1,-9.813498974E-2,2.795778011E-1
4.515549417E0,3.369088914E-1,-1.557303563E-1,6.915034175E-2,3.775464405E-1
4.525562417E0,4.918764053E-1,-2.535964472E-1,2.558069140E-1,6.096644433E-1
4.535574417E0,6.091161489E-1,-3.229747573E-1,3.474199194E-1,7.720335337E-1
4.545586417E0,6.097449074E-1,-2.735825226E-1,2.715733463E-1,7.213794640E-1
4.555599417E0,5.355442158E-1,-1.394318274E-1,2.244804561E-2,5.538526486E-1
4.565611417E0,4.242145454E-1,7.400104567E-2,-3.399547791E-1,5.486377559E-1
4.575624417E0,3.961885484E-1,2.560407295E-1,-6.566312081E-1,8.085089761E-1
4.585636417E0,3.620720185E-1,3.924926696E-1,-8.786757141E-1,1.028210899E0
4.595649417E0,3.603031627E-1,4.613048230E-1,-9.727416265E-1,1.135273879E0
4.605661417E0,2.988542983E-1,5.103847432E-1,-9.372882038E-1,1.108294029E0
4.615674417E0,1.832292268E-1,5.084563315E-1,-7.814417803E-1,9.501326469E-1
4.625686417E0,1.115365522E-1,4.135962941E-1,-5.882334030E-1,7.276818215E-1
4.635698417E0,3.275595590E-2,2.245826362E-1,-3.828528768E-1,4.450692512E-1
4.645711417E0,-9.623471774E-2,6.497572213E-3,-1.957641953E-1,2.182360179E-1
4.655723417E0,-2.286992222E-1,-2.161290242E-1,-2.917292833E-2,3.160160583E-1
4.665736417E0,-3.112336579E-1,-4.374693062E-1,9.644572914E-2,5.454792043E-1
4.675748417E0,-3.964008389E-1,-5.972839426E-1,1.828459418E-1,7.398069827E-1
4.685761417E0,-5.133964978E-1,-6.106281658E-1,2.217270023E-1,8.280130340E-1
4.695773417E0,-5.557295717E-1,-5.443993123E-1,1.679402196E-1,7.958705205E-1
4.705786417E0,-5.631940176E-1,-4.557659018E-1,8.840814650E-2,7.298808526E-1
4.715798417E0,-5.795025598E-1,-3.645801086E-1,2.945593357E-2,6.852806173E-1
4.725810417E0,-5.440127017E-1,-2.636158705E-1,5.816166937E-2,6.073104038E-1
4.735823417E0,-4.911715966E-1,-1.734083895E-1,1.992836344E-1,5.577041992E-1
4.745835417E0,-4.754428057E-1,-1.086618783E-1,3.696890402E-1,6.119830486E-1
4.755848417E0,-4.956706270E-1,-9.563910574E-2,4.957900929E-1,7.075620293E-1
4.765860417E0,-5.107288519E-1,-1.325761132E-1,5.452937901E-1,7.587922663E-1
4.775873417E0,-5.220105428E-1,-1.136385897E-1,5.527583456E-1,7.687330645E-1
4.785885417E0,-5.307678446E-1,-6.883883134E-2,5.713103914E-1,7.828466344E-1
4.795898417E0,-4.748178846E-1,-2.027222358E-2,5.871949375E-1,7.554209960E-1
4.805910417E0,-3.654374566E-1,2.324224368E-2,5.684616280E-1,6.761903275E-1
4.815922417E0,-2.557941963E-1,7.138032362E-2,5.105712694E-1,5.755074653E-1
4.825935417E0,-1.435764435E-1,1.223199508E-1,3.929159349E-1,4.358432028E-1
4.835947417E0,-8.854208428E-2,1.808779883E-1,2.606004614E-1,3.293465467E-1
4.845960417E0,-1.005269760E-1,1.997329199E-1,8.640781403E-2,2.397190491E-1
4.855972417E0,-1.015977839E-1,1.694411268E-1,-4.843891919E-2,2.034176346E-1
4.865985417E0,-1.373036967E-1,1.121430181E-1,-1.359623820E-1,2.234147062E-1
4.875997417E0,-1.719359875E-1,4.265463419E-2,-1.810362285E-1,2.532893951E-1
4.886010417E0,-1.926072836E-1,-2.743433185E-2,-1.886218214E-1,2.709767513E-1
4.896022417E0,-2.123361547E-1,-7.435480222E-2,-1.980796927E-1,2.997513033E-1
4.906034417E0,-2.543018772E-1,-7.131914712E-2,-2.562641662E-1,3.680043320E-1
4.916047417E0,-2.955013952E-1,-9.411912203E-2,-2.773696911E-1,4.160690199E-1
4.926059417E0,-2.427475964E-1,-9.379759826E-2,-2.367882603E-1,3.518423869E-1
4.936072417E0,-1.330690335E-1,-1.232682230E-1,-1.823407423E-1,2.571975287E-1
4.946084417E0,-6.849603832E-2,-1.638211486E-1,-1.664123422E-1,2.433560018E-1
4.956097417E0,-6.464842424E-2,-1.704022629E-1,-1.827506322E-1,2.580971590E-1
4.966109417E0,-4.060189605E-2,-2.024056090E-1,-2.364672482E-1,3.139001497E-1
4.976122417E0,4.299793884E-2,-2.027038901E-1,-2.993294942E-1,3.640547156E-1
4.986134417E0,1.820023347E-1,-2.047241031E-1,-3.198228157E-1,4.210979003E-1
4.996147417E0,3.411021490E-1,-1.528313798E-1,-3.418422604E-1,5.065217051E-1
5.006159417E0,4.813758293E-1,-9.406883597E-2,-2.936185187E-1,5.716497787E-1
5.016171417E0,6.389853345E-1,-3.772294633E-2,-2.068622106E-1,6.726940260E-1
5.026184417E0,7.919647220E-1,-2.628396526E-3,-1.193293923E-1,8.009085673E-1
5.036196417E0,8.722378566E-1,5.242979005E-2,-5.039949059E-2,8.752644572E-1
5.046209417E0,9.252257634E-1,8.971653409E-2,-5.057081401E-2,9.309399427E-1
5.056221417E0,9.395849901E-1,1.757858674E-1,-1.677870226E-1,9.705014734E-1
5.066234417E0,9.545809787E-1,2.867931370E-1,-3.218237329E-1,1.047399476E0
5.076246417E0,9.834671742E-1,4.127828003E-1,-4.409554893E-1,1.154139968E0
5.086259417E0,1.030110267E0,5.392051575E-1,-4.700798857E-1,1.254130959E0
5.096271417E0,1.110103101E0,6.035099848E-1,-4.704997158E-1,1.348303816E0
5.106283417E0,1.122726582E0,6.388466093E-1,-4.484522045E-1,1.367387782E0
5.116296417E0,1.036837635E0,6.462329583E-1,-3.607930863E-1,1.273899905E0
5.126308417E0,9.593719679E-1,5.897790413E-1,-2.142870051E-1,1.146365043E0
5.136321417E0,9.095534713E-1,5.180828219E-1,-1.443443656E-2,1.046855138E0
5.146333417E0,7.540278406E-1,4.217430004E-1,1.158368504E-1,8.716899212E-1
5.156346417E0,5.265936635E-1,3.222381543E-1,1.170864004E-1,6.283689519E-1
5.166359042E0,3.542736601E-1,2.394677469E-1,3.469796240E-2,4.290204851E-1
5.176372042E0,2.170353426E-1,1.718853360E-1,-5.018840611E-2,2.813677039E-1
5.186384042E0,6.433450185E-2,1.541705384E-1,-6.605891883E-2,1.796420435E-1
5.196396042E0,-3.817917533E-2,7.368405350E-2,-5.034511149E-2,9.706502676E-2
5.206409042E0,-1.358425140E-1,5.592423230E-3,-2.411391735E-2,1.380794874E-1
5.216421042E0,-2.103068054E-1,-8.920906886E-2,1.341994464E-2,2.288390379E-1
5.226434042E0,-3.133140606E-1,-1.766044776E-1,9.110371292E-2,3.710185017E-1
5.236446042E0,-4.162827974E-1,-2.727101181E-1,1.490449423E-1,5.194964588E-1
5.246459042E0,-4.775158630E-1,-3.280444394E-1,1.504740018E-1,5.985624268E-1
5.256471042E0,-4.836017912E-1,-3.196105617E-1,6.141739905E-2,5.829182623E-1
5.266484042E0,-4.606125127E-1,-2.645947675E-1,-1.068011481E-1,5.418309358E-1
5.276496042E0,-4.426102513E-1,-2.088990151E-1,-2.761873841E-1,5.619805194E-1
5.286508042E0,-2.700782132E-1,-1.861841172E-1,-3.747574067E-1,4.980460628E-1
5.296521042E0,-4.888272285E-4,-2.303126883E-1,-3.146398437E-1,3.899261527E-1
5.306533042E0,2.100087436E-1,-2.500523767E-1,-7.022739887E-2,3.340086092E-1
5.316546042E0,3.438534833E-1,-2.955673226E-1,2.422787958E-1,5.140955894E-1
5.326558042E0,3.878043721E-1,-3.598157973E-1,4.135794103E-1,6.714965135E-1
5.336571042E0,3.900928992E-1,-4.873592120E-1,3.552423245E-1,7.182538413E-1
5.346583042E0,3.196181631E-1,-5.720594928E-1,2.417063534E-2,6.557377930E-1
5.356596042E0,2.037501763E-1,-5.971439749E-1,-3.493518394E-1,7.212085474E-1
5.366608042E0,1.111118616E-1,-5.406532936E-1,-5.170727885E-1,7.563174586E-1
5.376620042E0,4.394357979E-2,-4.965176328E-1,-5.702368426E-1,7.573842186E-1
5.386633042E0,-3.398730643E-2,-4.657161818E-1,-5.492155176E-1,7.208913814E-1
5.396645042E0,-1.079638669E-1,-3.800617084E-1,-4.658874321E-1,6.108634857E-1
5.406658042E0,-1.605665883E-1,-2.797660263E-1,-4.307520980E-1,5.381431303E-1
5.416670042E0,-2.094566933E-1,-1.889051921E-1,-4.196312785E-1,5.056161468E-1
5.426683042E0,-2.501411082E-1,-6.888151601E-2,-4.105967456E-1,4.857004476E-1
5.436695042E0,-2.900313981E-1,6.504369602E-2,-2.982881051E-1,4.210993801E-1
5.446708042E0,-3.142010833E-1,1.642531116E-1,-6.605599523E-2,3.606449777E-1
5.456720042E0,-3.914809551E-1,2.188586506E-1,1.632811582E-1,4.773019839E-1
5.466732042E0,-4.987386245E-1,1.864705577E-1,3.648919845E-1,6.454902360E-1
5.476745042E0,-6.055252276E-1,1.159432697E-1,4.736852789E-1,7.774840105E-1
5.486757042E0,-7.317725339E-1,1.831340633E-2,5.138977504E-1,8.943809703E-1
5.496770042E0,-7.990560789E-1,-4.779492147E-2,5.383969992E-1,9.647001092E-1
5.506782042E0,-8.538629083E-1,-7.014173716E-2,5.603667426E-1,1.023724873E0
5.516795042E0,-8.575370063E-1,-5.102039181E-2,5.338437724E-1,1.011415825E0
5.526807042E0,-8.490415136E-1,2.689229496E-2,4.773760414E-1,9.744139635E-1
5.536820042E0,-8.672294971E-1,1.218186982E-1,3.388519943E-1,9.390140947E-1
5.546832042E0,-9.184351726E-1,1.500165302E-1,1.451887035E-1,9.418640482E-1
5.556844042E0,-9.347668844E-1,7.111420222E-2,-1.250193179E-2,9.375514153E-1
5.566857042E0,-8.892216061E-1,-7.773193471E-2,-8.997578502E-2,8.971359765E-1
5.576869042E0,-7.755293682E-1,-2.512516406E-1,-5.895864487E-2,8.173428349E-1
5.586882042E0,-6.702388483E-1,-3.721513027E-1,1.081559479E-2,7.667031257E-1
5.596894042E0,-5.976803108E-1,-3.875673406E-1,-4.600647748E-2,7.138254642E-1
5.606907042E0,-5.378584707E-1,-2.841510726E-1,-1.689155352E-1,6.313208571E-1
5.616919042E0,-4.429447851E-1,-1.314341520E-1,-3.111432087E-1,5.570324186E-1
5.626932042E0,-3.044317746E-1,1.418322556E-2,-4.297107089E-1,5.268122650E-1
5.636944042E0,-1.494826064E-1,1.080582263E-1,-4.991750461E-1,5.321629041E-1
5.646956042E0,9.278654158E-3,1.903056733E-1,-5.494266021E-1,5.815255230E-1
5.656969042E0,1.538964502E-1,2.947262737E-1,-5.037849909E-1,6.036116391E-1
5.666981042E0,2.402090277E-1,3.762961746E-1,-4.213111836E-1,6.138422447E-1
5.676994042E0,2.386291831E-1,3.905865504E-1,-3.965096337E-1,6.055754536E-1
5.687006042E0,2.227099923E-1,3.878406979E-1,-4.461653584E-1,6.317306979E-1
5.697019042E0,2.009070408E-1,3.571974872E-1,-4.457092756E-1,6.054836433E-1
5.707031042E0,2.170001862E-1,3.899297619E-1,-3.231639147E-1,5.509711569E-1
5.717043042E0,3.020655526E-1,4.072962116E-1,-1.497781831E-1,5.287412470E-1
5.727056042E0,3.173169548E-1,3.950180820E-1,-3.573408902E-2,5.079431662E-1
5.737068042E0,2.808174288E-1,3.338065781E-1,-6.146593094E-3,4.362602898E-1
5.747081042E0,2.184312192E-1,3.049593396E-1,3.886176467E-2,3.771241614E-1
5.757093042E0,1.590435348E-1,2.972882313E-1,1.438116843E-1,3.665473216E-1
5.767106042E0,1.284873015E-1,2.374369358E-1,2.361918443E-1,3.587086178E-1
5.777118042E0,1.225841353E-1,1.057931612E-1,2.272637308E-1,2.790481437E-1
5.787131042E0,1.082005329E-1,1.038377792E-2,1.292714131E-1,1.688972363E-1
5.797143042E0,5.933169723E-3,-7.494157031E-2,-8.403033614E-3,7.564424920E-2
5.807155042E0,-9.888040010E-2,-9.886596479E-2,-8.835552156E-2,1.654040831E-1
5.817168042E0,-1.103657204E-1,-1.367434238E-1,-1.434339541E-1,2.268317777E-1
5.827180042E0,-6.888049275E-2,-1.619153948E-1,-2.015523541E-1,2.675527402E-1
5.837193042E0,-3.879119609E-2,-1.687165837E-1,-2.548672664E-1,3.081028497E-1
5.847205042E0,-8.139982000E-3,-1.404701467E-1,-2.954241389E-1,3.272209395E-1
5.857218042E0,6.893706456E-2,-1.308134700E-1,-3.223049587E-1,3.546053711E-1
5.867230042E0,1.419538046E-1,-1.011589504E-1,-3.110999393E-1,3.566050871E-1
5.877243042E0,1.382690354E-1,-4.813442543E-2,-2.594713640E-1,2.979272358E-1
5.887255042E0,6.206315093E-2,-9.803514853E-3,-2.365409231E-1,2.447438496E-1
5.897267042E0,-1.087403040E-2,6.514382958E-3,-2.813241631E-1,2.816095994E-1
5.907280042E0,-8.474662006E-3,3.929197356E-2,-3.391051787E-1,3.414791374E-1
5.917292042E0,-7.793812215E-2,8.609082185E-2,-3.565333897E-1,3.749693834E-1
5.927305042E0,-1.519557958E-1,1.023365065E-1,-3.698317122E-1,4.127212375E-1
